Edit,Accl.,Zone,El�ment,Date R,Radial (m),Radial Beamb,Comm R Beamb,Radial Cw,Comm R Cw,Radial Mec,Comm R Mec,Radial Opti,Comm R Opti,Date V,Vertical (m),Vertical Beamb,Comm V Beamb,Vertical Cw,Comm V Cw,Vertical Mec,Comm V Mec,Vertical Opti,Comm V Opti,Date T,Roll (rad),Tilt Beamb,Comm T Beamb,Tilt Cw,Comm T Cw,Tilt Mec,Comm T Mec,Tilt Opti,Comm T Opti,Date L,Longitudinal (m),Longitudinal Beamb,Comm L Beamb,Longitudinal Cw,Comm L Cw,Longitudinal Mec,Comm L Mec,Longitudinal Opti,Comm L Opti,Id.,Date,Nom Layout,Id SU assemb.,lien SIG
,H4TEST,EHN1,MBHHE.X0220635.S,,,,,,,,,,,,,,,,,,,,,11-Sep-26,0.001,0.00025,Test Combine (symetrique): Roll+Longitudinal combine symetrique roll=+0.0010 rad (1 mrad) + longitudinal=+0.002 m (E=S) - reparti egalement sur B/M/O/C,0.00025,,0.00025,,0.00025,,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll+Longitudinal combine symetrique roll=+0.0010 rad (1 mrad) + longitudinal=+0.002 m (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,840492,11-Sep-26,MBHHE.X0220635,,
,H4TEST,EHN1,MBHHE.X0220652.E,,,,,,,,,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll+Vertical combine symetrique roll=+0.0010 rad (1 mrad) + vertical=+0.002 m (E=S) - tout en M,,,11-Sep-26,0.001,,,,,0.001,Test Combine (symetrique): Roll+Vertical combine symetrique roll=+0.0010 rad (1 mrad) + vertical=+0.002 m (E=S) - tout en M,,,,,,,,,,,,,840221,11-Sep-26,MBHHE.X0220652,,
,H4TEST,EHN1,MBHHE.X0220652.S,,,,,,,,,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll+Vertical combine symetrique roll=+0.0010 rad (1 mrad) + vertical=+0.002 m (E=S) - tout en M,,,11-Sep-26,0.001,,,,,0.001,Test Combine (symetrique): Roll+Vertical combine symetrique roll=+0.0010 rad (1 mrad) + vertical=+0.002 m (E=S) - tout en M,,,,,,,,,,,,,840556,11-Sep-26,MBHHE.X0220652,,
,H4TEST,EHN1,XSCI.X0220680.E,,,,,,,,,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll 5 mrad + Longitudinal+Vertical = +0.002 m chacun (E=S) - tout en M,,,11-Sep-26,0.005,,,,,0.005,Test Combine (symetrique): Roll 5 mrad + Longitudinal+Vertical = +0.002 m chacun (E=S) - tout en M,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll 5 mrad + Longitudinal+Vertical = +0.002 m chacun (E=S) - tout en M,,,840586,11-Sep-26,XSCI.X0220680,,
,H4TEST,EHN1,MQNFB.X0220683.E,,,,,,,,,,,,,,,,,,,,,11-Sep-26,-0.004,,,,,-0.004,Test Symetrique: Roll seul symetrique -4 mrad (E=S) - tout en M,,,,,,,,,,,,,840305,11-Sep-26,MQNFB.X0220683,,
,H4TEST,EHN1,MQNFB.X0220683.S,,,,,,,,,,,,,,,,,,,,,11-Sep-26,-0.004,,,,,-0.004,Test Symetrique: Roll seul symetrique -4 mrad (E=S) - tout en M,,,,,,,,,,,,,840597,11-Sep-26,MQNFB.X0220683,,
,H4TEST,EHN1,MQNFB.X0220686.E,,,,,,,,,,,,,,,,,,,,,11-Sep-26,-0.005,,,,,-0.005,Test Symetrique: Roll seul symetrique -5 mrad (E=S) - tout en M,,,,,,,,,,,,,840342,11-Sep-26,MQNFB.X0220686,,
,H4TEST,EHN1,MQNFB.X0220686.S,,,,,,,,,,,,,,,,,,,,,11-Sep-26,-0.005,,,,,-0.005,Test Symetrique: Roll seul symetrique -5 mrad (E=S) - tout en M,,,,,,,,,,,,,840294,11-Sep-26,MQNFB.X0220686,,
,H4TEST,EHN1,XBTF.X0220687.E,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll 1 mrad + Radial = +0.002 m (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,,,,,,,,,,,11-Sep-26,0.001,0.00025,Test Combine (symetrique): Roll 1 mrad + Radial = +0.002 m (E=S) - reparti egalement sur B/M/O/C,0.00025,,0.00025,,0.00025,,,,,,,,,,,,840349,11-Sep-26,XBTF.X0220687,,
,H4TEST,EHN1,XBTF.X0220687.S,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll 1 mrad + Radial = +0.002 m (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,,,,,,,,,,,11-Sep-26,0.001,0.00025,Test Combine (symetrique): Roll 1 mrad + Radial = +0.002 m (E=S) - reparti egalement sur B/M/O/C,0.00025,,0.00025,,0.00025,,,,,,,,,,,,840473,11-Sep-26,XBTF.X0220687,,
,H4TEST,EHN1,MQNEE.X0220689.E,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll 2 mrad + Radial = +0.002 m (E=S) - tout en M,,,,,,,,,,,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll 2 mrad + Radial = +0.002 m (E=S) - tout en M,,,,,,,,,,,,,840287,11-Sep-26,MQNEE.X0220689,,
,H4TEST,EHN1,MQNEE.X0220689.S,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll 2 mrad + Radial = +0.002 m (E=S) - tout en M,,,,,,,,,,,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll 2 mrad + Radial = +0.002 m (E=S) - tout en M,,,,,,,,,,,,,840332,11-Sep-26,MQNEE.X0220689,,
,H4TEST,EHN1,MBHHE.X0220692.E,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll+Radial+Longitudinal combine symetrique roll=+0.0010 rad (1 mrad) + chaque translation=+0.002 m (E=S) - tout en M,,,,,,,,,,,,,11-Sep-26,0.001,,,,,0.001,Test Combine (symetrique): Roll+Radial+Longitudinal combine symetrique roll=+0.0010 rad (1 mrad) + chaque translation=+0.002 m (E=S) - tout en M,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll+Radial+Longitudinal combine symetrique roll=+0.0010 rad (1 mrad) + chaque translation=+0.002 m (E=S) - tout en M,,,840397,11-Sep-26,MBHHE.X0220692,,
,H4TEST,EHN1,MBHHE.X0220692.S,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll+Radial+Longitudinal combine symetrique roll=+0.0010 rad (1 mrad) + chaque translation=+0.002 m (E=S) - tout en M,,,,,,,,,,,,,11-Sep-26,0.001,,,,,0.001,Test Combine (symetrique): Roll+Radial+Longitudinal combine symetrique roll=+0.0010 rad (1 mrad) + chaque translation=+0.002 m (E=S) - tout en M,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll+Radial+Longitudinal combine symetrique roll=+0.0010 rad (1 mrad) + chaque translation=+0.002 m (E=S) - tout en M,,,840235,11-Sep-26,MBHHE.X0220692,,
,H4TEST,EHN1,XCSH.X0220694.E,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll 4 mrad + Radial = +0.002 m (E=S) - tout en M,,,,,,,,,,,,,11-Sep-26,0.004,,,,,0.004,Test Combine (symetrique): Roll 4 mrad + Radial = +0.002 m (E=S) - tout en M,,,,,,,,,,,,,840448,11-Sep-26,XCSH.X0220694,,
,H4TEST,EHN1,XCSH.X0220694.S,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll 4 mrad + Radial = +0.002 m (E=S) - tout en M,,,,,,,,,,,,,11-Sep-26,0.004,,,,,0.004,Test Combine (symetrique): Roll 4 mrad + Radial = +0.002 m (E=S) - tout en M,,,,,,,,,,,,,840465,11-Sep-26,XCSH.X0220694,,
,H4TEST,EHN1,MQNFB.X0220696.E,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll 5 mrad + Radial = +0.002 m (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,,,,,,,,,,,11-Sep-26,0.005,0.00125,Test Combine (symetrique): Roll 5 mrad + Radial = +0.002 m (E=S) - reparti egalement sur B/M/O/C,0.00125,,0.00125,,0.00125,,,,,,,,,,,,840311,11-Sep-26,MQNFB.X0220696,,
,H4TEST,EHN1,MQNFB.X0220696.S,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll 5 mrad + Radial = +0.002 m (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,,,,,,,,,,,11-Sep-26,0.005,0.00125,Test Combine (symetrique): Roll 5 mrad + Radial = +0.002 m (E=S) - reparti egalement sur B/M/O/C,0.00125,,0.00125,,0.00125,,,,,,,,,,,,840400,11-Sep-26,MQNFB.X0220696,,
,H4TEST,EHN1,XBPF.X0220697.E,,,,,,,,,,,,,,,,,,,,,11-Sep-26,0.001,,,,,0.001,Test Combine (symetrique): Roll 1 mrad + Longitudinal = +0.002 m (E=S) - tout en M,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll 1 mrad + Longitudinal = +0.002 m (E=S) - tout en M,,,840508,11-Sep-26,XBPF.X0220697,,
,H4TEST,EHN1,XBPF.X0220697.S,,,,,,,,,,,,,,,,,,,,,11-Sep-26,0.001,,,,,0.001,Test Combine (symetrique): Roll 1 mrad + Longitudinal = +0.002 m (E=S) - tout en M,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll 1 mrad + Longitudinal = +0.002 m (E=S) - tout en M,,,840470,11-Sep-26,XBPF.X0220697,,
,H4TEST,EHN1,MBHHE.X0220699.E,,,,,,,,,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll+Longitudinal+Vertical combine symetrique roll=+0.0010 rad (1 mrad) + chaque translation=+0.002 m (E=S) - tout en M,,,11-Sep-26,0.001,,,,,0.001,Test Combine (symetrique): Roll+Longitudinal+Vertical combine symetrique roll=+0.0010 rad (1 mrad) + chaque translation=+0.002 m (E=S) - tout en M,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll+Longitudinal+Vertical combine symetrique roll=+0.0010 rad (1 mrad) + chaque translation=+0.002 m (E=S) - tout en M,,,840510,11-Sep-26,MBHHE.X0220699,,
,H4TEST,EHN1,MBHHE.X0220699.S,,,,,,,,,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll+Longitudinal+Vertical combine symetrique roll=+0.0010 rad (1 mrad) + chaque translation=+0.002 m (E=S) - tout en M,,,11-Sep-26,0.001,,,,,0.001,Test Combine (symetrique): Roll+Longitudinal+Vertical combine symetrique roll=+0.0010 rad (1 mrad) + chaque translation=+0.002 m (E=S) - tout en M,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll+Longitudinal+Vertical combine symetrique roll=+0.0010 rad (1 mrad) + chaque translation=+0.002 m (E=S) - tout en M,,,840317,11-Sep-26,MBHHE.X0220699,,
,H4TEST,EHN1,XBPF.X0220701.E,,,,,,,,,,,,,,,,,,,,,11-Sep-26,0.003,,,,,0.003,Test Combine (symetrique): Roll 3 mrad + Longitudinal = +0.002 m (E=S) - tout en M,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll 3 mrad + Longitudinal = +0.002 m (E=S) - tout en M,,,840333,11-Sep-26,XBPF.X0220701,,
,H4TEST,EHN1,XBPF.X0220701.S,,,,,,,,,,,,,,,,,,,,,11-Sep-26,0.003,,,,,0.003,Test Combine (symetrique): Roll 3 mrad + Longitudinal = +0.002 m (E=S) - tout en M,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll 3 mrad + Longitudinal = +0.002 m (E=S) - tout en M,,,840364,11-Sep-26,XBPF.X0220701,,
,H4TEST,EHN1,MQNEE.X0220703.E,,,,,,,,,,,,,,,,,,,,,11-Sep-26,0.004,0.001,Test Combine (symetrique): Roll 4 mrad + Longitudinal = +0.002 m (E=S) - reparti egalement sur B/M/O/C,0.001,,0.001,,0.001,,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll 4 mrad + Longitudinal = +0.002 m (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,840425,11-Sep-26,MQNEE.X0220703,,
,H4TEST,EHN1,MQNEE.X0220703.S,,,,,,,,,,,,,,,,,,,,,11-Sep-26,0.004,0.001,Test Combine (symetrique): Roll 4 mrad + Longitudinal = +0.002 m (E=S) - reparti egalement sur B/M/O/C,0.001,,0.001,,0.001,,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll 4 mrad + Longitudinal = +0.002 m (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,840484,11-Sep-26,MQNEE.X0220703,,
,H4TEST,EHN1,MQNEE.X0220704.E,,,,,,,,,,,,,,,,,,,,,11-Sep-26,0.005,,,,,0.005,Test Combine (symetrique): Roll 5 mrad + Longitudinal = +0.002 m (E=S) - tout en M,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll 5 mrad + Longitudinal = +0.002 m (E=S) - tout en M,,,840477,11-Sep-26,MQNEE.X0220704,,
,H4TEST,EHN1,MQNEE.X0220704.S,,,,,,,,,,,,,,,,,,,,,11-Sep-26,0.005,,,,,0.005,Test Combine (symetrique): Roll 5 mrad + Longitudinal = +0.002 m (E=S) - tout en M,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll 5 mrad + Longitudinal = +0.002 m (E=S) - tout en M,,,840295,11-Sep-26,MQNEE.X0220704,,
,H4TEST,EHN1,MBHGG.X0220706.E,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll+Radial+Longitudinal+Vertical combine symetrique roll=+0.0010 rad (1 mrad) + chaque translation=+0.002 m (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll+Radial+Longitudinal+Vertical combine symetrique roll=+0.0010 rad (1 mrad) + chaque translation=+0.002 m (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,11-Sep-26,0.001,0.00025,Test Combine (symetrique): Roll+Radial+Longitudinal+Vertical combine symetrique roll=+0.0010 rad (1 mrad) + chaque translation=+0.002 m (E=S) - reparti egalement sur B/M/O/C,0.00025,,0.00025,,0.00025,,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll+Radial+Longitudinal+Vertical combine symetrique roll=+0.0010 rad (1 mrad) + chaque translation=+0.002 m (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,840534,11-Sep-26,MBHGG.X0220706,,
,H4TEST,EHN1,MBHGG.X0220706.S,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll+Radial+Longitudinal+Vertical combine symetrique roll=+0.0010 rad (1 mrad) + chaque translation=+0.002 m (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll+Radial+Longitudinal+Vertical combine symetrique roll=+0.0010 rad (1 mrad) + chaque translation=+0.002 m (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,11-Sep-26,0.001,0.00025,Test Combine (symetrique): Roll+Radial+Longitudinal+Vertical combine symetrique roll=+0.0010 rad (1 mrad) + chaque translation=+0.002 m (E=S) - reparti egalement sur B/M/O/C,0.00025,,0.00025,,0.00025,,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll+Radial+Longitudinal+Vertical combine symetrique roll=+0.0010 rad (1 mrad) + chaque translation=+0.002 m (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,840370,11-Sep-26,MBHGG.X0220706,,
,H4TEST,EHN1,XBPF.X0220707.E,,,,,,,,,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll 2 mrad + Vertical = +0.002 m (E=S) - tout en M,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll 2 mrad + Vertical = +0.002 m (E=S) - tout en M,,,,,,,,,,,,,840426,11-Sep-26,XBPF.X0220707,,
,H4TEST,EHN1,XBPF.X0220707.S,,,,,,,,,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll 2 mrad + Vertical = +0.002 m (E=S) - tout en M,,,11-Sep-26,0.002,,,,,0.002,Test Combine (symetrique): Roll 2 mrad + Vertical = +0.002 m (E=S) - tout en M,,,,,,,,,,,,,840302,11-Sep-26,XBPF.X0220707,,
,H4TEST,EHN1,XBPF.X0220716.E,,,,,,,,,,,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll 3 mrad + Vertical = +0.002 m (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,11-Sep-26,0.003,0.00075,Test Combine (symetrique): Roll 3 mrad + Vertical = +0.002 m (E=S) - reparti egalement sur B/M/O/C,0.00075,,0.00075,,0.00075,,,,,,,,,,,,840403,11-Sep-26,XBPF.X0220716,,
,H4TEST,EHN1,XBPF.X0220716.S,,,,,,,,,,,11-Sep-26,0.002,0.0005,Test Combine (symetrique): Roll 3 mrad + Vertical = +0.002 m (E=S) - reparti egalement sur B/M/O/C,0.0005,,0.0005,,0.0005,,11-Sep-26,0.003,0.00075,Test Combine (symetrique): Roll 3 mrad + Vertical = +0.002 m (E=S) - reparti egalement sur B/M/O/C,0.00075,,0.00075,,0.00075,,,,,,,,,,,,840250,11-Sep-26,XBPF.X0220716,,
